canonical,year,file_type,var_code,label,category,dtype,required,transform
fam_er78841,2021,FAM,ER78841,,FAM/Unknown,,0,
fam_er78842,2021,FAM,ER78842,,FAM/Unknown,,0,
fam_er78843,2021,FAM,ER78843,,FAM/Unknown,,0,
fam_er78844,2021,FAM,ER78844,,FAM/Unknown,,0,
fam_er78845,2021,FAM,ER78845,,FAM/Unknown,,0,
fam_er78846,2021,FAM,ER78846,,FAM/Unknown,,0,
fam_er78847,2021,FAM,ER78847,,FAM/Unknown,,0,
fam_er78848,2021,FAM,ER78848,,FAM/Unknown,,0,
fam_er78849,2021,FAM,ER78849,,FAM/Unknown,,0,
fam_er78850,2021,FAM,ER78850,,FAM/Unknown,,0,
fam_er78851,2021,FAM,ER78851,,FAM/Unknown,,0,
fam_er78852,2021,FAM,ER78852,,FAM/Unknown,,0,
fam_er78853,2021,FAM,ER78853,,FAM/Unknown,,0,
fam_er78854,2021,FAM,ER78854,,FAM/Unknown,,0,
fam_er78855,2021,FAM,ER78855,,FAM/Unknown,,0,
fam_er78856,2021,FAM,ER78856,,FAM/Unknown,,0,
fam_er78857,2021,FAM,ER78857,,FAM/Unknown,,0,
fam_er78858,2021,FAM,ER78858,,FAM/Unknown,,0,
fam_er78859,2021,FAM,ER78859,,FAM/Unknown,,0,
fam_er78860,2021,FAM,ER78860,,FAM/Unknown,,0,
fam_er78861,2021,FAM,ER78861,,FAM/Unknown,,0,
fam_er78862,2021,FAM,ER78862,,FAM/Unknown,,0,
fam_er78863,2021,FAM,ER78863,,FAM/Unknown,,0,
fam_er78864,2021,FAM,ER78864,,FAM/Unknown,,0,
fam_er78865,2021,FAM,ER78865,,FAM/Unknown,,0,
fam_er78866,2021,FAM,ER78866,,FAM/Unknown,,0,
fam_er78867,2021,FAM,ER78867,,FAM/Unknown,,0,
fam_er78868,2021,FAM,ER78868,,FAM/Unknown,,0,
fam_er78869,2021,FAM,ER78869,,FAM/Unknown,,0,
fam_er78870,2021,FAM,ER78870,,FAM/Unknown,,0,
fam_er78871,2021,FAM,ER78871,,FAM/Unknown,,0,
fam_er78872,2021,FAM,ER78872,,FAM/Unknown,,0,
fam_er78873,2021,FAM,ER78873,,FAM/Unknown,,0,
fam_er78874,2021,FAM,ER78874,,FAM/Unknown,,0,
fam_er78875,2021,FAM,ER78875,,FAM/Unknown,,0,
fam_er78876,2021,FAM,ER78876,,FAM/Unknown,,0,
fam_er78877,2021,FAM,ER78877,,FAM/Unknown,,0,
fam_er78878,2021,FAM,ER78878,,FAM/Unknown,,0,
fam_er78879,2021,FAM,ER78879,,FAM/Unknown,,0,
fam_er78880,2021,FAM,ER78880,,FAM/Unknown,,0,
fam_er78881,2021,FAM,ER78881,,FAM/Unknown,,0,
fam_er78882,2021,FAM,ER78882,,FAM/Unknown,,0,
fam_er78883,2021,FAM,ER78883,,FAM/Unknown,,0,
fam_er78884,2021,FAM,ER78884,,FAM/Unknown,,0,
fam_er78885,2021,FAM,ER78885,,FAM/Unknown,,0,
fam_er78886,2021,FAM,ER78886,,FAM/Unknown,,0,
fam_er78887,2021,FAM,ER78887,,FAM/Unknown,,0,
fam_er78888,2021,FAM,ER78888,,FAM/Unknown,,0,
fam_er78889,2021,FAM,ER78889,,FAM/Unknown,,0,
fam_er78890,2021,FAM,ER78890,,FAM/Unknown,,0,
fam_er78891,2021,FAM,ER78891,,FAM/Unknown,,0,
fam_er78892,2021,FAM,ER78892,,FAM/Unknown,,0,
fam_er78893,2021,FAM,ER78893,,FAM/Unknown,,0,
fam_er78894,2021,FAM,ER78894,,FAM/Unknown,,0,
fam_er78895,2021,FAM,ER78895,,FAM/Unknown,,0,
fam_er78896,2021,FAM,ER78896,,FAM/Unknown,,0,
fam_er78897,2021,FAM,ER78897,,FAM/Unknown,,0,
fam_er78898,2021,FAM,ER78898,,FAM/Unknown,,0,
fam_er78899,2021,FAM,ER78899,,FAM/Unknown,,0,
fam_er78900,2021,FAM,ER78900,,FAM/Unknown,,0,
fam_er78901,2021,FAM,ER78901,,FAM/Unknown,,0,
fam_er78902,2021,FAM,ER78902,,FAM/Unknown,,0,
fam_er78903,2021,FAM,ER78903,,FAM/Unknown,,0,
fam_er78904,2021,FAM,ER78904,,FAM/Unknown,,0,
fam_er78905,2021,FAM,ER78905,,FAM/Unknown,,0,
fam_er78906,2021,FAM,ER78906,,FAM/Unknown,,0,
fam_er78907,2021,FAM,ER78907,,FAM/Unknown,,0,
fam_er78908,2021,FAM,ER78908,,FAM/Unknown,,0,
fam_er78909,2021,FAM,ER78909,,FAM/Unknown,,0,
fam_er78910,2021,FAM,ER78910,,FAM/Unknown,,0,
fam_er78911,2021,FAM,ER78911,,FAM/Unknown,,0,
fam_er78912,2021,FAM,ER78912,,FAM/Unknown,,0,
fam_er78913,2021,FAM,ER78913,,FAM/Unknown,,0,
fam_er78914,2021,FAM,ER78914,,FAM/Unknown,,0,
fam_er78915,2021,FAM,ER78915,,FAM/Unknown,,0,
fam_er78916,2021,FAM,ER78916,,FAM/Unknown,,0,
fam_er78917,2021,FAM,ER78917,,FAM/Unknown,,0,
fam_er78918,2021,FAM,ER78918,,FAM/Unknown,,0,
fam_er78919,2021,FAM,ER78919,,FAM/Unknown,,0,
fam_er78920,2021,FAM,ER78920,,FAM/Unknown,,0,
fam_er78921,2021,FAM,ER78921,,FAM/Unknown,,0,
fam_er78922,2021,FAM,ER78922,,FAM/Unknown,,0,
fam_er78923,2021,FAM,ER78923,,FAM/Unknown,,0,
fam_er78924,2021,FAM,ER78924,,FAM/Unknown,,0,
fam_er78925,2021,FAM,ER78925,,FAM/Unknown,,0,
fam_er78926,2021,FAM,ER78926,,FAM/Unknown,,0,
fam_er78927,2021,FAM,ER78927,,FAM/Unknown,,0,
fam_er78928,2021,FAM,ER78928,,FAM/Unknown,,0,
fam_er78929,2021,FAM,ER78929,,FAM/Unknown,,0,
fam_er78930,2021,FAM,ER78930,,FAM/Unknown,,0,
fam_er78931,2021,FAM,ER78931,,FAM/Unknown,,0,
fam_er78932,2021,FAM,ER78932,,FAM/Unknown,,0,
fam_er78933,2021,FAM,ER78933,,FAM/Unknown,,0,
fam_er78934,2021,FAM,ER78934,,FAM/Unknown,,0,
fam_er78935,2021,FAM,ER78935,,FAM/Unknown,,0,
fam_er78936,2021,FAM,ER78936,,FAM/Unknown,,0,
fam_er78937,2021,FAM,ER78937,,FAM/Unknown,,0,
fam_er78938,2021,FAM,ER78938,,FAM/Unknown,,0,
fam_er78939,2021,FAM,ER78939,,FAM/Unknown,,0,
fam_er78940,2021,FAM,ER78940,,FAM/Unknown,,0,
fam_er78941,2021,FAM,ER78941,,FAM/Unknown,,0,
fam_er78942,2021,FAM,ER78942,,FAM/Unknown,,0,
fam_er78943,2021,FAM,ER78943,,FAM/Unknown,,0,
fam_er78944,2021,FAM,ER78944,,FAM/Unknown,,0,
fam_er78945,2021,FAM,ER78945,,FAM/Unknown,,0,
fam_er78946,2021,FAM,ER78946,,FAM/Unknown,,0,
fam_er78947,2021,FAM,ER78947,,FAM/Unknown,,0,
fam_er78948,2021,FAM,ER78948,,FAM/Unknown,,0,
fam_er78949,2021,FAM,ER78949,,FAM/Unknown,,0,
fam_er78950,2021,FAM,ER78950,,FAM/Unknown,,0,
fam_er78951,2021,FAM,ER78951,,FAM/Unknown,,0,
fam_er78952,2021,FAM,ER78952,,FAM/Unknown,,0,
fam_er78953,2021,FAM,ER78953,,FAM/Unknown,,0,
fam_er78954,2021,FAM,ER78954,,FAM/Unknown,,0,
fam_er78955,2021,FAM,ER78955,,FAM/Unknown,,0,
fam_er78956,2021,FAM,ER78956,,FAM/Unknown,,0,
fam_er78957,2021,FAM,ER78957,,FAM/Unknown,,0,
fam_er78958,2021,FAM,ER78958,,FAM/Unknown,,0,
fam_er78959,2021,FAM,ER78959,,FAM/Unknown,,0,
fam_er78960,2021,FAM,ER78960,,FAM/Unknown,,0,
fam_er78961,2021,FAM,ER78961,,FAM/Unknown,,0,
fam_er78962,2021,FAM,ER78962,,FAM/Unknown,,0,
fam_er78963,2021,FAM,ER78963,,FAM/Unknown,,0,
fam_er78964,2021,FAM,ER78964,,FAM/Unknown,,0,
fam_er78965,2021,FAM,ER78965,,FAM/Unknown,,0,
fam_er78966,2021,FAM,ER78966,,FAM/Unknown,,0,
fam_er78967,2021,FAM,ER78967,,FAM/Unknown,,0,
fam_er78968,2021,FAM,ER78968,,FAM/Unknown,,0,
fam_er78969,2021,FAM,ER78969,,FAM/Unknown,,0,
fam_er78970,2021,FAM,ER78970,,FAM/Unknown,,0,
fam_er78971,2021,FAM,ER78971,,FAM/Unknown,,0,
fam_er78972,2021,FAM,ER78972,,FAM/Unknown,,0,
fam_er78973,2021,FAM,ER78973,,FAM/Unknown,,0,
fam_er78974,2021,FAM,ER78974,,FAM/Unknown,,0,
fam_er78975,2021,FAM,ER78975,,FAM/Unknown,,0,
fam_er78976,2021,FAM,ER78976,,FAM/Unknown,,0,
fam_er78977,2021,FAM,ER78977,,FAM/Unknown,,0,
fam_er78978,2021,FAM,ER78978,,FAM/Unknown,,0,
fam_er78979,2021,FAM,ER78979,,FAM/Unknown,,0,
fam_er78980,2021,FAM,ER78980,,FAM/Unknown,,0,
fam_er78981,2021,FAM,ER78981,,FAM/Unknown,,0,
fam_er78982,2021,FAM,ER78982,,FAM/Unknown,,0,
fam_er78983,2021,FAM,ER78983,,FAM/Unknown,,0,
fam_er78984,2021,FAM,ER78984,,FAM/Unknown,,0,
fam_er78985,2021,FAM,ER78985,,FAM/Unknown,,0,
fam_er78986,2021,FAM,ER78986,,FAM/Unknown,,0,
fam_er78987,2021,FAM,ER78987,,FAM/Unknown,,0,
fam_er78988,2021,FAM,ER78988,,FAM/Unknown,,0,
fam_er78989,2021,FAM,ER78989,,FAM/Unknown,,0,
fam_er78990,2021,FAM,ER78990,,FAM/Unknown,,0,
fam_er78991,2021,FAM,ER78991,,FAM/Unknown,,0,
fam_er78992,2021,FAM,ER78992,,FAM/Unknown,,0,
fam_er78993,2021,FAM,ER78993,,FAM/Unknown,,0,
fam_er78994,2021,FAM,ER78994,,FAM/Unknown,,0,
fam_er78995,2021,FAM,ER78995,,FAM/Unknown,,0,
fam_er78996,2021,FAM,ER78996,,FAM/Unknown,,0,
fam_er78997,2021,FAM,ER78997,,FAM/Unknown,,0,
fam_er78998,2021,FAM,ER78998,,FAM/Unknown,,0,
fam_er78999,2021,FAM,ER78999,,FAM/Unknown,,0,
fam_er79000,2021,FAM,ER79000,,FAM/Unknown,,0,
fam_er79001,2021,FAM,ER79001,,FAM/Unknown,,0,
fam_er79002,2021,FAM,ER79002,,FAM/Unknown,,0,
fam_er79003,2021,FAM,ER79003,,FAM/Unknown,,0,
fam_er79004,2021,FAM,ER79004,,FAM/Unknown,,0,
fam_er79005,2021,FAM,ER79005,,FAM/Unknown,,0,
fam_er79006,2021,FAM,ER79006,,FAM/Unknown,,0,
fam_er79007,2021,FAM,ER79007,,FAM/Unknown,,0,
fam_er79008,2021,FAM,ER79008,,FAM/Unknown,,0,
fam_er79009,2021,FAM,ER79009,,FAM/Unknown,,0,
fam_er79010,2021,FAM,ER79010,,FAM/Unknown,,0,
fam_er79011,2021,FAM,ER79011,,FAM/Unknown,,0,
fam_er79012,2021,FAM,ER79012,,FAM/Unknown,,0,
fam_er79013,2021,FAM,ER79013,,FAM/Unknown,,0,
fam_er79014,2021,FAM,ER79014,,FAM/Unknown,,0,
fam_er79015,2021,FAM,ER79015,,FAM/Unknown,,0,
fam_er79016,2021,FAM,ER79016,,FAM/Unknown,,0,
fam_er79017,2021,FAM,ER79017,,FAM/Unknown,,0,
fam_er79018,2021,FAM,ER79018,,FAM/Unknown,,0,
fam_er79019,2021,FAM,ER79019,,FAM/Unknown,,0,
fam_er79020,2021,FAM,ER79020,,FAM/Unknown,,0,
fam_er79021,2021,FAM,ER79021,,FAM/Unknown,,0,
fam_er79022,2021,FAM,ER79022,,FAM/Unknown,,0,
fam_er79023,2021,FAM,ER79023,,FAM/Unknown,,0,
fam_er79024,2021,FAM,ER79024,,FAM/Unknown,,0,
fam_er79025,2021,FAM,ER79025,,FAM/Unknown,,0,
fam_er79026,2021,FAM,ER79026,,FAM/Unknown,,0,
fam_er79027,2021,FAM,ER79027,,FAM/Unknown,,0,
fam_er79028,2021,FAM,ER79028,,FAM/Unknown,,0,
fam_er79029,2021,FAM,ER79029,,FAM/Unknown,,0,
fam_er79030,2021,FAM,ER79030,,FAM/Unknown,,0,
fam_er79031,2021,FAM,ER79031,,FAM/Unknown,,0,
fam_er79032,2021,FAM,ER79032,,FAM/Unknown,,0,
fam_er79033,2021,FAM,ER79033,,FAM/Unknown,,0,
fam_er79034,2021,FAM,ER79034,,FAM/Unknown,,0,
fam_er79035,2021,FAM,ER79035,,FAM/Unknown,,0,
fam_er79036,2021,FAM,ER79036,,FAM/Unknown,,0,
fam_er79037,2021,FAM,ER79037,,FAM/Unknown,,0,
fam_er79038,2021,FAM,ER79038,,FAM/Unknown,,0,
fam_er79039,2021,FAM,ER79039,,FAM/Unknown,,0,
fam_er79040,2021,FAM,ER79040,,FAM/Unknown,,0,
fam_er79041,2021,FAM,ER79041,,FAM/Unknown,,0,
fam_er79042,2021,FAM,ER79042,,FAM/Unknown,,0,
fam_er79043,2021,FAM,ER79043,,FAM/Unknown,,0,
fam_er79044,2021,FAM,ER79044,,FAM/Unknown,,0,
fam_er79045,2021,FAM,ER79045,,FAM/Unknown,,0,
fam_er79046,2021,FAM,ER79046,,FAM/Unknown,,0,
fam_er79047,2021,FAM,ER79047,,FAM/Unknown,,0,
fam_er79048,2021,FAM,ER79048,,FAM/Unknown,,0,
fam_er79049,2021,FAM,ER79049,,FAM/Unknown,,0,
fam_er79050,2021,FAM,ER79050,,FAM/Unknown,,0,
fam_er79051,2021,FAM,ER79051,,FAM/Unknown,,0,
fam_er79052,2021,FAM,ER79052,,FAM/Unknown,,0,
fam_er79053,2021,FAM,ER79053,,FAM/Unknown,,0,
fam_er79054,2021,FAM,ER79054,,FAM/Unknown,,0,
fam_er79055,2021,FAM,ER79055,,FAM/Unknown,,0,
fam_er79056,2021,FAM,ER79056,,FAM/Unknown,,0,
fam_er79057,2021,FAM,ER79057,,FAM/Unknown,,0,
fam_er79058,2021,FAM,ER79058,,FAM/Unknown,,0,
fam_er79059,2021,FAM,ER79059,,FAM/Unknown,,0,
fam_er79060,2021,FAM,ER79060,,FAM/Unknown,,0,
fam_er79061,2021,FAM,ER79061,,FAM/Unknown,,0,
fam_er79062,2021,FAM,ER79062,,FAM/Unknown,,0,
fam_er79063,2021,FAM,ER79063,,FAM/Unknown,,0,
fam_er79064,2021,FAM,ER79064,,FAM/Unknown,,0,
fam_er79065,2021,FAM,ER79065,,FAM/Unknown,,0,
fam_er79066,2021,FAM,ER79066,,FAM/Unknown,,0,
fam_er79067,2021,FAM,ER79067,,FAM/Unknown,,0,
fam_er79068,2021,FAM,ER79068,,FAM/Unknown,,0,
fam_er79069,2021,FAM,ER79069,,FAM/Unknown,,0,
fam_er79070,2021,FAM,ER79070,,FAM/Unknown,,0,
fam_er79071,2021,FAM,ER79071,,FAM/Unknown,,0,
fam_er79072,2021,FAM,ER79072,,FAM/Unknown,,0,
fam_er79073,2021,FAM,ER79073,,FAM/Unknown,,0,
fam_er79074,2021,FAM,ER79074,,FAM/Unknown,,0,
fam_er79075,2021,FAM,ER79075,,FAM/Unknown,,0,
fam_er79076,2021,FAM,ER79076,,FAM/Unknown,,0,
fam_er79077,2021,FAM,ER79077,,FAM/Unknown,,0,
fam_er79078,2021,FAM,ER79078,,FAM/Unknown,,0,
fam_er79079,2021,FAM,ER79079,,FAM/Unknown,,0,
fam_er79080,2021,FAM,ER79080,,FAM/Unknown,,0,
fam_er79081,2021,FAM,ER79081,,FAM/Unknown,,0,
fam_er79082,2021,FAM,ER79082,,FAM/Unknown,,0,
fam_er79083,2021,FAM,ER79083,,FAM/Unknown,,0,
fam_er79084,2021,FAM,ER79084,,FAM/Unknown,,0,
fam_er79085,2021,FAM,ER79085,,FAM/Unknown,,0,
fam_er79086,2021,FAM,ER79086,,FAM/Unknown,,0,
fam_er79087,2021,FAM,ER79087,,FAM/Unknown,,0,
fam_er79088,2021,FAM,ER79088,,FAM/Unknown,,0,
fam_er79089,2021,FAM,ER79089,,FAM/Unknown,,0,
fam_er79090,2021,FAM,ER79090,,FAM/Unknown,,0,
fam_er79091,2021,FAM,ER79091,,FAM/Unknown,,0,
fam_er79092,2021,FAM,ER79092,,FAM/Unknown,,0,
fam_er79093,2021,FAM,ER79093,,FAM/Unknown,,0,
fam_er79094,2021,FAM,ER79094,,FAM/Unknown,,0,
fam_er79095,2021,FAM,ER79095,,FAM/Unknown,,0,
fam_er79096,2021,FAM,ER79096,,FAM/Unknown,,0,
fam_er79097,2021,FAM,ER79097,,FAM/Unknown,,0,
fam_er79098,2021,FAM,ER79098,,FAM/Unknown,,0,
fam_er79099,2021,FAM,ER79099,,FAM/Unknown,,0,
fam_er79100,2021,FAM,ER79100,,FAM/Unknown,,0,
fam_er79101,2021,FAM,ER79101,,FAM/Unknown,,0,
fam_er79102,2021,FAM,ER79102,,FAM/Unknown,,0,
fam_er79103,2021,FAM,ER79103,,FAM/Unknown,,0,
fam_er79104,2021,FAM,ER79104,,FAM/Unknown,,0,
fam_er79105,2021,FAM,ER79105,,FAM/Unknown,,0,
fam_er79106,2021,FAM,ER79106,,FAM/Unknown,,0,
fam_er79107,2021,FAM,ER79107,,FAM/Unknown,,0,
fam_er79108,2021,FAM,ER79108,,FAM/Unknown,,0,
fam_er79109,2021,FAM,ER79109,,FAM/Unknown,,0,
fam_er79110,2021,FAM,ER79110,,FAM/Unknown,,0,
fam_er79111,2021,FAM,ER79111,,FAM/Unknown,,0,
fam_er79112,2021,FAM,ER79112,,FAM/Unknown,,0,
fam_er79113,2021,FAM,ER79113,,FAM/Unknown,,0,
fam_er79114,2021,FAM,ER79114,,FAM/Unknown,,0,
fam_er79115,2021,FAM,ER79115,,FAM/Unknown,,0,
fam_er79116,2021,FAM,ER79116,,FAM/Unknown,,0,
fam_er79117,2021,FAM,ER79117,,FAM/Unknown,,0,
fam_er79118,2021,FAM,ER79118,,FAM/Unknown,,0,
fam_er79119,2021,FAM,ER79119,,FAM/Unknown,,0,
fam_er79120,2021,FAM,ER79120,,FAM/Unknown,,0,
fam_er79121,2021,FAM,ER79121,,FAM/Unknown,,0,
fam_er79122,2021,FAM,ER79122,,FAM/Unknown,,0,
fam_er79123,2021,FAM,ER79123,,FAM/Unknown,,0,
fam_er79124,2021,FAM,ER79124,,FAM/Unknown,,0,
fam_er79125,2021,FAM,ER79125,,FAM/Unknown,,0,
fam_er79126,2021,FAM,ER79126,,FAM/Unknown,,0,
fam_er79127,2021,FAM,ER79127,,FAM/Unknown,,0,
fam_er79128,2021,FAM,ER79128,,FAM/Unknown,,0,
fam_er79129,2021,FAM,ER79129,,FAM/Unknown,,0,
fam_er79130,2021,FAM,ER79130,,FAM/Unknown,,0,
fam_er79131,2021,FAM,ER79131,,FAM/Unknown,,0,
fam_er79132,2021,FAM,ER79132,,FAM/Unknown,,0,
fam_er79133,2021,FAM,ER79133,,FAM/Unknown,,0,
fam_er79134,2021,FAM,ER79134,,FAM/Unknown,,0,
fam_er79135,2021,FAM,ER79135,,FAM/Unknown,,0,
fam_er79136,2021,FAM,ER79136,,FAM/Unknown,,0,
fam_er79137,2021,FAM,ER79137,,FAM/Unknown,,0,
fam_er79138,2021,FAM,ER79138,,FAM/Unknown,,0,
fam_er79139,2021,FAM,ER79139,,FAM/Unknown,,0,
fam_er79140,2021,FAM,ER79140,,FAM/Unknown,,0,
fam_er79141,2021,FAM,ER79141,,FAM/Unknown,,0,
fam_er79142,2021,FAM,ER79142,,FAM/Unknown,,0,
fam_er79143,2021,FAM,ER79143,,FAM/Unknown,,0,
fam_er79144,2021,FAM,ER79144,,FAM/Unknown,,0,
fam_er79145,2021,FAM,ER79145,,FAM/Unknown,,0,
fam_er79146,2021,FAM,ER79146,,FAM/Unknown,,0,
fam_er79147,2021,FAM,ER79147,,FAM/Unknown,,0,
fam_er79148,2021,FAM,ER79148,,FAM/Unknown,,0,
fam_er79149,2021,FAM,ER79149,,FAM/Unknown,,0,
fam_er79150,2021,FAM,ER79150,,FAM/Unknown,,0,
fam_er79151,2021,FAM,ER79151,,FAM/Unknown,,0,
fam_er79152,2021,FAM,ER79152,,FAM/Unknown,,0,
fam_er79153,2021,FAM,ER79153,,FAM/Unknown,,0,
fam_er79154,2021,FAM,ER79154,,FAM/Unknown,,0,
fam_er79155,2021,FAM,ER79155,,FAM/Unknown,,0,
fam_er79156,2021,FAM,ER79156,,FAM/Unknown,,0,
fam_er79157,2021,FAM,ER79157,,FAM/Unknown,,0,
fam_er79158,2021,FAM,ER79158,,FAM/Unknown,,0,
fam_er79159,2021,FAM,ER79159,,FAM/Unknown,,0,
fam_er79160,2021,FAM,ER79160,,FAM/Unknown,,0,
fam_er79161,2021,FAM,ER79161,,FAM/Unknown,,0,
fam_er79162,2021,FAM,ER79162,,FAM/Unknown,,0,
fam_er79163,2021,FAM,ER79163,,FAM/Unknown,,0,
fam_er79164,2021,FAM,ER79164,,FAM/Unknown,,0,
fam_er79165,2021,FAM,ER79165,,FAM/Unknown,,0,
fam_er79166,2021,FAM,ER79166,,FAM/Unknown,,0,
fam_er79167,2021,FAM,ER79167,,FAM/Unknown,,0,
fam_er79168,2021,FAM,ER79168,,FAM/Unknown,,0,
fam_er79169,2021,FAM,ER79169,,FAM/Unknown,,0,
fam_er79170,2021,FAM,ER79170,,FAM/Unknown,,0,
fam_er79171,2021,FAM,ER79171,,FAM/Unknown,,0,
fam_er79172,2021,FAM,ER79172,,FAM/Unknown,,0,
fam_er79173,2021,FAM,ER79173,,FAM/Unknown,,0,
fam_er79174,2021,FAM,ER79174,,FAM/Unknown,,0,
fam_er79175,2021,FAM,ER79175,,FAM/Unknown,,0,
fam_er79176,2021,FAM,ER79176,,FAM/Unknown,,0,
fam_er79177,2021,FAM,ER79177,,FAM/Unknown,,0,
fam_er79178,2021,FAM,ER79178,,FAM/Unknown,,0,
fam_er79179,2021,FAM,ER79179,,FAM/Unknown,,0,
fam_er79180,2021,FAM,ER79180,,FAM/Unknown,,0,
fam_er79181,2021,FAM,ER79181,,FAM/Unknown,,0,
fam_er79182,2021,FAM,ER79182,,FAM/Unknown,,0,
fam_er79183,2021,FAM,ER79183,,FAM/Unknown,,0,
fam_er79184,2021,FAM,ER79184,,FAM/Unknown,,0,
fam_er79185,2021,FAM,ER79185,,FAM/Unknown,,0,
fam_er79186,2021,FAM,ER79186,,FAM/Unknown,,0,
fam_er79187,2021,FAM,ER79187,,FAM/Unknown,,0,
fam_er79188,2021,FAM,ER79188,,FAM/Unknown,,0,
fam_er79189,2021,FAM,ER79189,,FAM/Unknown,,0,
fam_er79190,2021,FAM,ER79190,,FAM/Unknown,,0,
fam_er79191,2021,FAM,ER79191,,FAM/Unknown,,0,
fam_er79192,2021,FAM,ER79192,,FAM/Unknown,,0,
fam_er79193,2021,FAM,ER79193,,FAM/Unknown,,0,
fam_er79194,2021,FAM,ER79194,,FAM/Unknown,,0,
fam_er79195,2021,FAM,ER79195,,FAM/Unknown,,0,
fam_er79196,2021,FAM,ER79196,,FAM/Unknown,,0,
fam_er79197,2021,FAM,ER79197,,FAM/Unknown,,0,
fam_er79198,2021,FAM,ER79198,,FAM/Unknown,,0,
fam_er79199,2021,FAM,ER79199,,FAM/Unknown,,0,
fam_er79200,2021,FAM,ER79200,,FAM/Unknown,,0,
fam_er79201,2021,FAM,ER79201,,FAM/Unknown,,0,
fam_er79202,2021,FAM,ER79202,,FAM/Unknown,,0,
fam_er79203,2021,FAM,ER79203,,FAM/Unknown,,0,
fam_er79204,2021,FAM,ER79204,,FAM/Unknown,,0,
fam_er79205,2021,FAM,ER79205,,FAM/Unknown,,0,
fam_er79206,2021,FAM,ER79206,,FAM/Unknown,,0,
fam_er79207,2021,FAM,ER79207,,FAM/Unknown,,0,
fam_er79208,2021,FAM,ER79208,,FAM/Unknown,,0,
fam_er79209,2021,FAM,ER79209,,FAM/Unknown,,0,
fam_er79210,2021,FAM,ER79210,,FAM/Unknown,,0,
fam_er79211,2021,FAM,ER79211,,FAM/Unknown,,0,
fam_er79212,2021,FAM,ER79212,,FAM/Unknown,,0,
fam_er79213,2021,FAM,ER79213,,FAM/Unknown,,0,
fam_er79214,2021,FAM,ER79214,,FAM/Unknown,,0,
fam_er79215,2021,FAM,ER79215,,FAM/Unknown,,0,
fam_er79216,2021,FAM,ER79216,,FAM/Unknown,,0,
fam_er79217,2021,FAM,ER79217,,FAM/Unknown,,0,
fam_er79218,2021,FAM,ER79218,,FAM/Unknown,,0,
fam_er79219,2021,FAM,ER79219,,FAM/Unknown,,0,
fam_er79220,2021,FAM,ER79220,,FAM/Unknown,,0,
fam_er79221,2021,FAM,ER79221,,FAM/Unknown,,0,
fam_er79222,2021,FAM,ER79222,,FAM/Unknown,,0,
fam_er79223,2021,FAM,ER79223,,FAM/Unknown,,0,
fam_er79224,2021,FAM,ER79224,,FAM/Unknown,,0,
fam_er79225,2021,FAM,ER79225,,FAM/Unknown,,0,
fam_er79226,2021,FAM,ER79226,,FAM/Unknown,,0,
fam_er79227,2021,FAM,ER79227,,FAM/Unknown,,0,
fam_er79228,2021,FAM,ER79228,,FAM/Unknown,,0,
fam_er79229,2021,FAM,ER79229,,FAM/Unknown,,0,
fam_er79230,2021,FAM,ER79230,,FAM/Unknown,,0,
fam_er79231,2021,FAM,ER79231,,FAM/Unknown,,0,
fam_er79232,2021,FAM,ER79232,,FAM/Unknown,,0,
fam_er79233,2021,FAM,ER79233,,FAM/Unknown,,0,
fam_er79234,2021,FAM,ER79234,,FAM/Unknown,,0,
fam_er79235,2021,FAM,ER79235,,FAM/Unknown,,0,
fam_er79236,2021,FAM,ER79236,,FAM/Unknown,,0,
fam_er79237,2021,FAM,ER79237,,FAM/Unknown,,0,
fam_er79238,2021,FAM,ER79238,,FAM/Unknown,,0,
fam_er79239,2021,FAM,ER79239,,FAM/Unknown,,0,
fam_er79240,2021,FAM,ER79240,,FAM/Unknown,,0,
fam_er79241,2021,FAM,ER79241,,FAM/Unknown,,0,
fam_er79242,2021,FAM,ER79242,,FAM/Unknown,,0,
fam_er79243,2021,FAM,ER79243,,FAM/Unknown,,0,
fam_er79244,2021,FAM,ER79244,,FAM/Unknown,,0,
fam_er79245,2021,FAM,ER79245,,FAM/Unknown,,0,
fam_er79246,2021,FAM,ER79246,,FAM/Unknown,,0,
fam_er79247,2021,FAM,ER79247,,FAM/Unknown,,0,
fam_er79248,2021,FAM,ER79248,,FAM/Unknown,,0,
fam_er79249,2021,FAM,ER79249,,FAM/Unknown,,0,
fam_er79250,2021,FAM,ER79250,,FAM/Unknown,,0,
fam_er79251,2021,FAM,ER79251,,FAM/Unknown,,0,
fam_er79252,2021,FAM,ER79252,,FAM/Unknown,,0,
fam_er79253,2021,FAM,ER79253,,FAM/Unknown,,0,
fam_er79254,2021,FAM,ER79254,,FAM/Unknown,,0,
fam_er79255,2021,FAM,ER79255,,FAM/Unknown,,0,
fam_er79256,2021,FAM,ER79256,,FAM/Unknown,,0,
fam_er79257,2021,FAM,ER79257,,FAM/Unknown,,0,
fam_er79258,2021,FAM,ER79258,,FAM/Unknown,,0,
fam_er79259,2021,FAM,ER79259,,FAM/Unknown,,0,
fam_er79260,2021,FAM,ER79260,,FAM/Unknown,,0,
fam_er79261,2021,FAM,ER79261,,FAM/Unknown,,0,
fam_er79262,2021,FAM,ER79262,,FAM/Unknown,,0,
fam_er79263,2021,FAM,ER79263,,FAM/Unknown,,0,
